word,hiragana,romaji,reason,note,pos,category
あぶく,あぶく,abuku,abstract_word,抽象物,普通名詞,抽象物
仇討ち,あだうち,adauchi,abstract_word,抽象物,サ変名詞,抽象物
上がったり,あがったり,agattari,abstract_word,抽象物,普通名詞,抽象物
揚げ足,あげあし,ageashi,abstract_word,抽象物,普通名詞,抽象物
上げ下ろし,あげおろし,ageoroshi,abstract_word,抽象物,サ変名詞,抽象物
上げ下げ,あげさげ,agesage,abstract_word,抽象物,サ変名詞,抽象物
愛想尽かし,あいそづかし,aisozukashi,abstract_word,抽象物,普通名詞,抽象物
赤旗,あかはた,akahata,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
証,あかし,akashi,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
飽き飽き,あきあき,akiaki,abstract_word,抽象物,サ変名詞,抽象物
雨晒し,あまざらし,amazarashi,abstract_word,抽象物,普通名詞,抽象物
網の目,あみのめ,aminome,abstract_word,抽象物,普通名詞,抽象物
あんばい,あんばい,anbai,abstract_word,抽象物,普通名詞,抽象物
暗鬼,あんき,anki,abstract_word,人;抽象物,普通名詞,人;抽象物
彼の手此の手,あのてこのて,anotekonote,abstract_word,抽象物,普通名詞,抽象物
粗,あら,ara,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
洗い晒し,あらいざらし,araizarashi,abstract_word,抽象物,普通名詞,抽象物
あらまし,あらまし,aramashi,abstract_word,抽象物,普通名詞,抽象物
粗探し,あらさがし,arasagashi,abstract_word,抽象物,サ変名詞,抽象物
有り明け,ありあけ,ariake,abstract_word,抽象物;時間,普通名詞,抽象物;時間
有り合わせ,ありあわせ,ariawase,abstract_word,抽象物,普通名詞,抽象物
有り様,ありさま,arisama,abstract_word,抽象物,普通名詞,抽象物
朝駆け,あさがけ,asagake,abstract_word,抽象物,サ変名詞,抽象物
朝凪ぎ,あさなぎ,asanagi,abstract_word,抽象物,普通名詞,抽象物
足取り,あしどり,ashidori,abstract_word,抽象物,普通名詞,抽象物
足固め,あしがため,ashigatame,abstract_word,抽象物,サ変名詞,抽象物
足並み,あしなみ,ashinami,abstract_word,抽象物,普通名詞,抽象物
足慣らし,あしならし,ashinarashi,abstract_word,抽象物,サ変名詞,抽象物
頭ごなし,あたまごなし,atamagonashi,abstract_word,抽象物,普通名詞,抽象物
頭越し,あたまごし,atamagoshi,abstract_word,抽象物,普通名詞,抽象物
頭打ち,あたまうち,atamauchi,abstract_word,抽象物,普通名詞,抽象物
辺り,あたり,atari,abstract_word,場所-機能;抽象物,普通名詞,場所-機能;抽象物
当たり障り,あたりさわり,atarisawari,abstract_word,抽象物,普通名詞,抽象物
当て字,あてじ,ateji,abstract_word,抽象物,普通名詞,抽象物
当て擦り,あてこすり,atekosuri,abstract_word,抽象物,普通名詞,抽象物
宛て名,あてな,atena,abstract_word,抽象物,普通名詞,抽象物
後回し,あとまわし,atomawashi,abstract_word,抽象物,普通名詞,抽象物
後の祭り,あとのまつり,atonomatsuri,abstract_word,抽象物,普通名詞,抽象物
後退り,あとずさり,atozusari,abstract_word,抽象物,サ変名詞,抽象物
あうんの呼吸,あうんのこきゅう,aunnokokyu,abstract_word,抽象物,普通名詞,抽象物
場当たり,ばあたり,baatari,abstract_word,抽象物,普通名詞,抽象物
化けの皮,ばけのかわ,bakenokawa,abstract_word,抽象物,普通名詞,抽象物
場慣れ,ばなれ,banare,abstract_word,抽象物,サ変名詞,抽象物
万象,ばんしょう,bansho,abstract_word,形・模様;抽象物,普通名詞,抽象物;形・模様
便覧,べんらん,benran,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
べそ,べそ,beso,abstract_word,抽象物,普通名詞,抽象物
べた褒め,べたほめ,betahome,abstract_word,抽象物,サ変名詞,抽象物
別物,べつもの,betsumono,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
びり,びり,biri,abstract_word,抽象物,普通名詞,抽象物
棒立ち,ぼうだち,bodachi,abstract_word,抽象物,普通名詞,抽象物
棒読み,ぼうよみ,boyomi,abstract_word,抽象物,サ変名詞,抽象物
ぶっ続け,ぶっつづけ,buttsuzuke,abstract_word,抽象物,普通名詞,抽象物
茶目っ気,ちゃめっけ,chamekke,abstract_word,抽象物,普通名詞,抽象物
茶摘み,ちゃつみ,chatsumi,abstract_word,抽象物,サ変名詞,抽象物
力添え,ちからぞえ,chikarazoe,abstract_word,抽象物,サ変名詞,抽象物
力ずく,ちからずく,chikarazuku,abstract_word,抽象物,普通名詞,抽象物
鳥瞰図,ちょうかんず,chokanzu,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
直面,ちょくめん,chokumen,abstract_word,場所-機能;抽象物,サ変名詞,場所-機能;抽象物
中軸,ちゅうじく,chujiku,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
中間,ちゅうかん,chukan,abstract_word,場所-機能;抽象物,普通名詞,場所-機能;抽象物
宙吊り,ちゅうづり,chuzuri,abstract_word,抽象物,普通名詞,抽象物
代表,だいひょう,daihyo,abstract_word,人;抽象物,サ変名詞,人;抽象物
抱き合わせ,だきあわせ,dakiawase,abstract_word,抽象物,普通名詞,抽象物
だんまり,だんまり,danmari,abstract_word,抽象物,普通名詞,抽象物
出し入れ,だしいれ,dashiire,abstract_word,抽象物,普通名詞,抽象物
出し物,だしもの,dashimono,abstract_word,抽象物,普通名詞,抽象物
出だし,でだし,dedashi,abstract_word,抽象物,普通名詞,抽象物
出来合い,できあい,dekiai,abstract_word,抽象物,普通名詞,抽象物
出来栄え,できばえ,dekibae,abstract_word,抽象物,普通名詞,抽象物
電報,でんぽう,denpo,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
出初め式,でぞめしき,dezomeshiki,abstract_word,抽象物,普通名詞,抽象物
出ずっぱり,でずっぱり,dezuppari,abstract_word,抽象物,普通名詞,抽象物
度合い,どあい,doai,abstract_word,抽象物,普通名詞,抽象物
土台,どだい,dodai,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
道具立て,どうぐだて,dogudate,abstract_word,抽象物,サ変名詞,抽象物
ど根性,どこんじょう,dokonjo,abstract_word,抽象物,普通名詞,抽象物
胴突き,どうづき,dozuki,abstract_word,抽象物,普通名詞,抽象物
枝打ち,えだうち,edauchi,abstract_word,抽象物,サ変名詞,抽象物
縁の下,えんのした,ennoshita,abstract_word,場所-施設部位;抽象物,普通名詞,場所-施設部位;抽象物
縁続き,えんつづき,entsuzuki,abstract_word,抽象物,普通名詞,抽象物
選り取り,えりどり,eridori,abstract_word,抽象物,普通名詞,抽象物
風合い,ふうあい,fuai,abstract_word,抽象物,普通名詞,抽象物
不払い,ふばらい,fubarai,abstract_word,抽象物,普通名詞,抽象物
封印,ふういん,fuin,abstract_word,人工物-その他;抽象物,サ変名詞,人工物-その他;抽象物
深追い,ふかおい,fukaoi,abstract_word,抽象物,サ変名詞,抽象物
吹き曝し,ふきさらし,fukisarashi,abstract_word,抽象物,普通名詞,抽象物
吹きっさらし,ふきっさらし,fukissarashi,abstract_word,抽象物,普通名詞,抽象物
腹背,ふくはい,fukuhai,abstract_word,場所-その他;抽象物,普通名詞,場所-その他;抽象物
袋叩き,ふくろだたき,fukurodataki,abstract_word,抽象物,普通名詞,抽象物
踏み絵,ふみえ,fumie,abstract_word,抽象物,普通名詞,抽象物
踏ん切り,ふんぎり,fungiri,abstract_word,抽象物,普通名詞,抽象物
触れ込み,ふれこみ,furekomi,abstract_word,抽象物,普通名詞,抽象物
振り仮名,ふりがな,furigana,abstract_word,抽象物,普通名詞,抽象物
二つ返事,ふたつへんじ,futatsuhenji,abstract_word,抽象物,サ変名詞,抽象物
冬籠もり,ふゆごもり,fuyugomori,abstract_word,抽象物,サ変名詞,抽象物
付図,ふず,fuzu,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
崖崩れ,がけくずれ,gakekuzure,abstract_word,抽象物,普通名詞,抽象物
がんじがらめ,がんじがらめ,ganjigarame,abstract_word,抽象物,普通名詞,抽象物
がら空き,がらあき,garaaki,abstract_word,抽象物,普通名詞,抽象物
合作,がっさく,gassaku,abstract_word,人工物-その他;抽象物,サ変名詞,人工物-その他;抽象物
元凶,げんきょう,genkyo,abstract_word,人;抽象物,普通名詞,人;抽象物
源流,げんりゅう,genryu,abstract_word,場所-自然;抽象物,普通名詞,場所-自然;抽象物
原材料,げんざいりょう,genzairyo,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
ごっこ,ごっこ,gokko,abstract_word,抽象物,普通名詞,抽象物
ご都合主義,ごつごうしゅぎ,gotsugoshugi,abstract_word,抽象物,普通名詞,抽象物
群落,ぐんらく,gunraku,abstract_word,場所-その他;抽象物,普通名詞,場所-その他;抽象物
ぐるぐる巻き,ぐるぐるまき,gurugurumaki,abstract_word,抽象物,普通名詞,抽象物
羽振り,はぶり,haburi,abstract_word,抽象物,普通名詞,抽象物
歯止め,はどめ,hadome,abstract_word,抽象物,普通名詞,抽象物
羽交い締め,はがいじめ,hagaijime,abstract_word,抽象物,普通名詞,抽象物
廃墟,はいきょ,haikyo,abstract_word,場所-施設;抽象物,普通名詞,場所-施設;抽象物
恥の上塗り,はじのうわぬり,hajinowanuri,abstract_word,抽象物,普通名詞,抽象物
捌け口,はけぐち,hakeguchi,abstract_word,抽象物,普通名詞,抽象物
箱入り,はこいり,hakoiri,abstract_word,抽象物,普通名詞,抽象物
拍車,はくしゃ,hakusha,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
鼻持ち,はなもち,hanamochi,abstract_word,抽象物,普通名詞,抽象物
はなむけ,はなむけ,hanamuke,abstract_word,抽象物,普通名詞,抽象物
鼻っ柱,はなっぱしら,hanappashira,abstract_word,抽象物,普通名詞,抽象物
離れ業,はなれわざ,hanarewaza,abstract_word,抽象物,普通名詞,抽象物
鼻摘まみ,はなつまみ,hanatsumami,abstract_word,人;抽象物,普通名詞,人;抽象物
半身,はんみ,hanmi,abstract_word,動物-部位;抽象物,普通名詞,動物-部位;抽象物
腹癒せ,はらいせ,haraise,abstract_word,抽象物,普通名詞,抽象物
腹積もり,はらづもり,harazumori,abstract_word,抽象物,普通名詞,抽象物
晴れ舞台,はれぶたい,harebutai,abstract_word,抽象物,普通名詞,抽象物
晴れ姿,はれすがた,haresugata,abstract_word,抽象物,普通名詞,抽象物
端書き,はしがき,hashigaki,abstract_word,抽象物,普通名詞,抽象物
走り使い,はしりづかい,hashirizukai,abstract_word,抽象物,普通名詞,抽象物
旗振り,はたふり,hatafuri,abstract_word,抽象物,普通名詞,抽象物
畑違い,はたけちがい,hatakechigai,abstract_word,抽象物,普通名詞,抽象物
叩き込み,はたきこみ,hatakikomi,abstract_word,抽象物,普通名詞,抽象物
果たし合い,はたしあい,hatashiai,abstract_word,抽象物,サ変名詞,抽象物
果てし,はてし,hateshi,abstract_word,抽象物,普通名詞,抽象物
はったり,はったり,hattari,abstract_word,抽象物,普通名詞,抽象物
早仕舞い,はやじまい,hayajimai,abstract_word,抽象物,サ変名詞,抽象物
早道,はやみち,hayamichi,abstract_word,場所-施設;抽象物,普通名詞,場所-施設;抽象物
早飲み込み,はやのみこみ,hayanomikomi,abstract_word,抽象物,サ変名詞,抽象物
早とちり,はやとちり,hayatochiri,abstract_word,抽象物,サ変名詞,抽象物
早打ち,はやうち,hayauchi,abstract_word,抽象物,普通名詞,抽象物
早咲き,はやざき,hayazaki,abstract_word,抽象物,普通名詞,抽象物
へま,へま,hema,abstract_word,抽象物,普通名詞,抽象物
片鱗,へんりん,henrin,abstract_word,動物-部位;抽象物,普通名詞,動物-部位;抽象物
変種,へんしゅ,henshu,abstract_word,抽象物;植物,普通名詞,植物;抽象物
減らず口,へらずぐち,herazuguchi,abstract_word,抽象物,普通名詞,抽象物
臍曲がり,へそまがり,hesomagari,abstract_word,抽象物,普通名詞,抽象物
へったくれ,へったくれ,hettakure,abstract_word,抽象物,普通名詞,抽象物
日取り,ひどり,hidori,abstract_word,抽象物,普通名詞,抽象物
日替わり,ひがわり,higawari,abstract_word,抽象物,普通名詞,抽象物
引け目,ひけめ,hikeme,abstract_word,抽象物,普通名詞,抽象物
引っ込み思案,ひっこみじあん,hikkomijian,abstract_word,抽象物,普通名詞,抽象物
日増し,ひまし,himashi,abstract_word,抽象物,普通名詞,抽象物
雛形,ひながた,hinagata,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
火の気,ひのけ,hinoke,abstract_word,抽象物,普通名詞,抽象物
火の車,ひのくるま,hinokuruma,abstract_word,抽象物,普通名詞,抽象物
火の手,ひのて,hinote,abstract_word,抽象物,普通名詞,抽象物
引っ張り凧,ひっぱりだこ,hipparidako,abstract_word,抽象物,普通名詞,抽象物
平謝り,ひらあやまり,hiraayamari,abstract_word,抽象物,普通名詞,抽象物
平手,ひらて,hirate,abstract_word,動物-部位;抽象物,普通名詞,動物-部位;抽象物
平手打ち,ひらてうち,hirateuchi,abstract_word,抽象物,普通名詞,抽象物
人当たり,ひとあたり,hitoatari,abstract_word,抽象物,普通名詞,抽象物
人集り,ひとだかり,hitodakari,abstract_word,抽象物,サ変名詞,抽象物
一筆書き,ひとふでがき,hitofudegaki,abstract_word,抽象物,普通名詞,抽象物
ひとかど,ひとかど,hitokado,abstract_word,抽象物,普通名詞,抽象物
一抱え,ひとかかえ,hitokakae,abstract_word,抽象物,普通名詞,抽象物
人食い,ひとくい,hitokui,abstract_word,抽象物,普通名詞,抽象物
人任せ,ひとまかせ,hitomakase,abstract_word,抽象物,普通名詞,抽象物
一纏め,ひとまとめ,hitomatome,abstract_word,抽象物,普通名詞,抽象物
一巡り,ひとめぐり,hitomeguri,abstract_word,抽象物,サ変名詞,抽象物
一握り,ひとにぎり,hitonigiri,abstract_word,抽象物,普通名詞,抽象物
独り勝ち,ひとりがち,hitorigachi,abstract_word,抽象物,普通名詞,抽象物
人となり,ひととなり,hitotonari,abstract_word,抽象物,普通名詞,抽象物
人使い,ひとづかい,hitozukai,abstract_word,抽象物,普通名詞,抽象物
人付き合い,ひとづきあい,hitozukiai,abstract_word,抽象物,普通名詞,抽象物
冷やりと,ひやりと,hiyarito,abstract_word,抽象物,サ変名詞,抽象物
ひよっこ,ひよっこ,hiyokko,abstract_word,抽象物,普通名詞,抽象物
褒美,ほうび,hobi,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
誉れ,ほまれ,homare,abstract_word,抽象物,普通名詞,抽象物
本降り,ほんぶり,honburi,abstract_word,抽象物,普通名詞,抽象物
骨抜き,ほねぬき,honenuki,abstract_word,抽象物,普通名詞,抽象物
骨折り,ほねおり,honeori,abstract_word,抽象物,普通名詞,抽象物
骨惜しみ,ほねおしみ,honeoshimi,abstract_word,抽象物,サ変名詞,抽象物
骨っ節,ほねっぷし,honeppushi,abstract_word,動物-部位;抽象物,普通名詞,動物-部位;抽象物
本決まり,ほんぎまり,hongimari,abstract_word,抽象物,普通名詞,抽象物
本曇り,ほんぐもり,hongumori,abstract_word,抽象物,普通名詞,抽象物
本書,ほんしょ,honsho,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
ほろりと,ほろりと,hororito,abstract_word,抽象物,サ変名詞,抽象物
ほとぼり,ほとぼり,hotobori,abstract_word,抽象物,普通名詞,抽象物
頬擦り,ほおずり,hozuri,abstract_word,抽象物,サ変名詞,抽象物
一覧,いちらん,ichiran,abstract_word,人工物-その他;抽象物,サ変名詞,人工物-その他;抽象物
出で立ち,いでたち,idetachi,abstract_word,抽象物,普通名詞,抽象物
言い分,いいぶん,iibun,abstract_word,抽象物,普通名詞,抽象物
言い掛かり,いいがかり,iigakari,abstract_word,抽象物,普通名詞,抽象物
言い種,いいぐさ,iigusa,abstract_word,抽象物,普通名詞,抽象物
言い回し,いいまわし,iimawashi,abstract_word,抽象物,普通名詞,抽象物
言い成り,いいなり,iinari,abstract_word,抽象物,普通名詞,抽象物
いかさま,いかさま,ikasama,abstract_word,抽象物,サ変名詞,抽象物
行き掛かり,いきがかり,ikigakari,abstract_word,抽象物,普通名詞,抽象物
行き帰り,いきかえり,ikikaeri,abstract_word,抽象物,普通名詞,抽象物
いきさつ,いきさつ,ikisatsu,abstract_word,抽象物,普通名詞,抽象物
生き埋め,いきうめ,ikiume,abstract_word,抽象物,普通名詞,抽象物
生き写し,いきうつし,ikiutsushi,abstract_word,抽象物,普通名詞,抽象物
生き様,いきざま,ikizama,abstract_word,抽象物,普通名詞,抽象物
息遣い,いきづかい,ikizukai,abstract_word,抽象物,普通名詞,抽象物
一騎打ち,いっきうち,ikkiuchi,abstract_word,抽象物,普通名詞,抽象物
意味合い,いみあい,imiai,abstract_word,抽象物,普通名詞,抽象物
陰影,いんえい,inei,abstract_word,場所-自然;抽象物,普通名詞,場所-自然;抽象物
稲扱き,いねこき,inekoki,abstract_word,抽象物,サ変名詞,抽象物
命掛け,いのちがけ,inochigake,abstract_word,抽象物,普通名詞,抽象物
命乞い,いのちごい,inochigoi,abstract_word,抽象物,サ変名詞,抽象物
命取り,いのちとり,inochitori,abstract_word,抽象物,普通名詞,抽象物
いの一番,いのいちばん,inoichiban,abstract_word,抽象物,普通名詞,抽象物
一本立ち,いっぽんだち,ippondachi,abstract_word,抽象物,サ変名詞,抽象物
入れ知恵,いれぢえ,irejie,abstract_word,抽象物,サ変名詞,抽象物
色合い,いろあい,iroai,abstract_word,抽象物,普通名詞,抽象物
諍い,いさかい,isakai,abstract_word,抽象物,サ変名詞,抽象物
勇み足,いさみあし,isamiashi,abstract_word,抽象物,普通名詞,抽象物
石積み,いしづみ,ishizumi,abstract_word,抽象物,普通名詞,抽象物
急ぎ足,いそぎあし,isogiashi,abstract_word,抽象物,普通名詞,抽象物
一足飛び,いっそくとび,issokutobi,abstract_word,抽象物,普通名詞,抽象物
板張り,いたばり,itabari,abstract_word,抽象物,サ変名詞,抽象物
板挟み,いたばさみ,itabasami,abstract_word,抽象物,普通名詞,抽象物
いたちごっこ,いたちごっこ,itachigokko,abstract_word,抽象物,普通名詞,抽象物
板敷き,いたじき,itajiki,abstract_word,抽象物,普通名詞,抽象物
致し方,いたしかた,itashikata,abstract_word,抽象物,普通名詞,抽象物
いとま,いとま,itoma,abstract_word,抽象物,サ変名詞,抽象物
暇乞い,いとまごい,itomagoi,abstract_word,抽象物,サ変名詞,抽象物
一点張り,いってんばり,ittenbari,abstract_word,抽象物,普通名詞,抽象物
曰く,いわく,iwaku,abstract_word,抽象物,普通名詞,抽象物
曰く付き,いわくつき,iwakutsuki,abstract_word,抽象物,普通名詞,抽象物
謂われ,いわれ,iware,abstract_word,抽象物,普通名詞,抽象物
嫌がらせ,いやがらせ,iyagarase,abstract_word,抽象物,サ変名詞,抽象物
いざこざ,いざこざ,izakoza,abstract_word,抽象物,普通名詞,抽象物
地盤,じばん,jiban,abstract_word,場所-その他;抽象物,普通名詞,場所-その他;抽象物
時代後れ,じだいおくれ,jidaiokure,abstract_word,抽象物,普通名詞,抽象物
じだんだ,じだんだ,jidanda,abstract_word,抽象物,普通名詞,抽象物
地固め,じがため,jigatame,abstract_word,抽象物,サ変名詞,抽象物
直播き,じかまき,jikamaki,abstract_word,抽象物,サ変名詞,抽象物
時間切れ,じかんぎれ,jikangire,abstract_word,抽象物,普通名詞,抽象物
軸,じく,jiku,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
じまい,じまい,jimai,abstract_word,抽象物,普通名詞,抽象物
地均し,じならし,jinarashi,abstract_word,抽象物,サ変名詞,抽象物
地続き,じつづき,jitsuzuki,abstract_word,抽象物,普通名詞,抽象物
字詰め,じづめ,jizume,abstract_word,抽象物,普通名詞,抽象物
序の口,じょのくち,jonokuchi,abstract_word,抽象物,普通名詞,抽象物
順繰り,じゅんぐり,junguri,abstract_word,抽象物,普通名詞,抽象物
順序,じゅんじょ,junjo,abstract_word,抽象物;時間,普通名詞,抽象物;時間
順送り,じゅんおくり,junokuri,abstract_word,抽象物,サ変名詞,抽象物
勝ち鬨,かちどき,kachidoki,abstract_word,抽象物,普通名詞,抽象物
勝ち目,かちめ,kachime,abstract_word,抽象物,普通名詞,抽象物
返す刀,かえすかたな,kaesukatana,abstract_word,抽象物,普通名詞,抽象物
鉤裂き,かぎざき,kagizaki,abstract_word,抽象物,普通名詞,抽象物
蝸牛,かぎゅう,kagyu,abstract_word,動物;抽象物,普通名詞,動物;抽象物
介添え,かいぞえ,kaizoe,abstract_word,抽象物,サ変名詞,抽象物
海図,かいず,kaizu,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
掛かりきり,かかりきり,kakarikiri,abstract_word,抽象物,普通名詞,抽象物
書き言葉,かきことば,kakikotoba,abstract_word,抽象物,普通名詞,抽象物
書き物,かきもの,kakimono,abstract_word,抽象物,普通名詞,抽象物
垣根,かきね,kakine,abstract_word,場所-施設部位;抽象物,普通名詞,場所-施設部位;抽象物
囲い込み,かこいこみ,kakoikomi,abstract_word,抽象物,普通名詞,抽象物
格上げ,かくあげ,kakuage,abstract_word,抽象物,サ変名詞,抽象物
隠れ蓑,かくれみの,kakuremino,abstract_word,抽象物,普通名詞,抽象物
格下げ,かくさげ,kakusage,abstract_word,抽象物,サ変名詞,抽象物
隠しだて,かくしだて,kakushidate,abstract_word,抽象物,サ変名詞,抽象物
隠し撮り,かくしどり,kakushidori,abstract_word,抽象物,サ変名詞,抽象物
格付け,かくづけ,kakuzuke,abstract_word,抽象物,サ変名詞,抽象物
紙漉き,かみすき,kamisuki,abstract_word,抽象物,普通名詞,抽象物
金繰り,かなぐり,kanaguri,abstract_word,抽象物,普通名詞,抽象物
金切り声,かなきりごえ,kanakirigoe,abstract_word,抽象物,普通名詞,抽象物
要,かなめ,kaname,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
彼方,かなた,kanata,abstract_word,場所-機能;抽象物,普通名詞,場所-機能;抽象物
干ばつ,かんばつ,kanbatsu,abstract_word,抽象物,普通名詞,抽象物
兼ね合い,かねあい,kaneai,abstract_word,抽象物,普通名詞,抽象物
考え違い,かんがえちがい,kangaechigai,abstract_word,抽象物,サ変名詞,抽象物
考え物,かんがえもの,kangaemono,abstract_word,抽象物,普通名詞,抽象物
間隙,かんげき,kangeki,abstract_word,場所-機能;抽象物,普通名詞,場所-機能;抽象物
顔かたち,かおかたち,kaokatachi,abstract_word,抽象物,普通名詞,抽象物
顔負け,かおまけ,kaomake,abstract_word,抽象物,サ変名詞,抽象物
体付き,からだつき,karadatsuki,abstract_word,抽象物,普通名詞,抽象物
空威張り,からいばり,karaibari,abstract_word,抽象物,サ変名詞,抽象物
仮初め,かりそめ,karisome,abstract_word,抽象物,普通名詞,抽象物
嵩上げ,かさあげ,kasaage,abstract_word,抽象物,サ変名詞,抽象物
傘張り,かさはり,kasahari,abstract_word,抽象物,普通名詞,抽象物
肩上がり,かたあがり,kataagari,abstract_word,抽象物,普通名詞,抽象物
肩入れ,かたいれ,kataire,abstract_word,抽象物,サ変名詞,抽象物
敵討ち,かたきうち,katakiuchi,abstract_word,抽象物,サ変名詞,抽象物
語り種,かたりぐさ,katarigusa,abstract_word,抽象物,普通名詞,抽象物
語り口,かたりくち,katarikuchi,abstract_word,抽象物,普通名詞,抽象物
肩透かし,かたすかし,katasukashi,abstract_word,抽象物,普通名詞,抽象物
肩叩き,かたたたき,katatataki,abstract_word,抽象物,普通名詞,抽象物
片割れ,かたわれ,kataware,abstract_word,人;抽象物,普通名詞,人;抽象物
皮切り,かわきり,kawakiri,abstract_word,抽象物,普通名詞,抽象物
瓦葺き,かわらぶき,kawarabuki,abstract_word,抽象物,普通名詞,抽象物
代わり映え,かわりばえ,kawaribae,abstract_word,抽象物,サ変名詞,抽象物
変わり種,かわりだね,kawaridane,abstract_word,抽象物,普通名詞,抽象物
変わり者,かわりもの,kawarimono,abstract_word,抽象物,普通名詞,抽象物
茅葺き,かやぶき,kayabuki,abstract_word,抽象物,普通名詞,抽象物
飾り気,かざりけ,kazarike,abstract_word,抽象物,普通名詞,抽象物
風当たり,かぜあたり,kazeatari,abstract_word,抽象物,普通名詞,抽象物
数える程,かぞえるほど,kazoeruhodo,abstract_word,抽象物,普通名詞,抽象物
計画倒れ,けいかくだおれ,keikakudaore,abstract_word,抽象物,普通名詞,抽象物
見当外れ,けんとうはずれ,kentohazure,abstract_word,抽象物,普通名詞,抽象物
けり,けり,keri,abstract_word,抽象物,普通名詞,抽象物
けろりと,けろりと,kerorito,abstract_word,抽象物,サ変名詞,抽象物
基盤,きばん,kiban,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
来掛け,きがけ,kigake,abstract_word,抽象物,普通名詞,抽象物
気構え,きがまえ,kigamae,abstract_word,抽象物,普通名詞,抽象物
危機,きき,kiki,abstract_word,抽象物;時間,普通名詞,抽象物;時間
聞き覚え,ききおぼえ,kikioboe,abstract_word,抽象物,普通名詞,抽象物
聞き役,ききやく,kikiyaku,abstract_word,抽象物,普通名詞,抽象物
決まり文句,きまりもんく,kimarimonku,abstract_word,抽象物,普通名詞,抽象物
肝煎り,きもいり,kimoiri,abstract_word,抽象物,普通名詞,抽象物
肝っ玉,きもったま,kimottama,abstract_word,抽象物,普通名詞,抽象物
着流し,きながし,kinagashi,abstract_word,形・模様;抽象物,普通名詞,抽象物;形・模様
気乗り,きのり,kinori,abstract_word,抽象物,サ変名詞,抽象物
気のせい,きのせい,kinosei,abstract_word,抽象物,普通名詞,抽象物
金蘭,きんらん,kinran,abstract_word,抽象物;植物,普通名詞,植物;抽象物
金銭ずく,きんせんずく,kinsenzuku,abstract_word,抽象物,普通名詞,抽象物
気抜け,きぬけ,kinuke,abstract_word,抽象物,サ変名詞,抽象物
気落ち,きおち,kiochi,abstract_word,抽象物,サ変名詞,抽象物
気後れ,きおくれ,kiokure,abstract_word,抽象物,サ変名詞,抽象物
切り札,きりふだ,kirifuda,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
切り口上,きりこうじょう,kirikojo,abstract_word,抽象物,普通名詞,抽象物
切り口,きりくち,kirikuchi,abstract_word,抽象物,普通名詞,抽象物
錐揉み,きりもみ,kirimomi,abstract_word,抽象物,サ変名詞,抽象物
切り売り,きりうり,kiriuri,abstract_word,抽象物,サ変名詞,抽象物
生っ粋,きっすい,kissui,abstract_word,抽象物,普通名詞,抽象物
極み,きわみ,kiwami,abstract_word,抽象物,普通名詞,抽象物
気休め,きやすめ,kiyasume,abstract_word,抽象物,普通名詞,抽象物
小走り,こばしり,kobashiri,abstract_word,抽象物,普通名詞,抽象物
小出し,こだし,kodashi,abstract_word,抽象物,サ変名詞,抽象物
こけおどし,こけおどし,kokeodoshi,abstract_word,抽象物,普通名詞,抽象物
骨格,こっかく,kokkaku,abstract_word,動物-部位;抽象物,普通名詞,動物-部位;抽象物
心許り,こころばかり,kokorobakari,abstract_word,抽象物,普通名詞,抽象物
心覚え,こころおぼえ,kokoroboe,abstract_word,抽象物,普通名詞,抽象物
心待ち,こころまち,kokoromachi,abstract_word,抽象物,サ変名詞,抽象物
心遣い,こころづかい,kokorozukai,abstract_word,抽象物,サ変名詞,抽象物
心積もり,こころづもり,kokorozumori,abstract_word,抽象物,サ変名詞,抽象物
国産,こくさん,kokusan,abstract_word,人工物-その他;抽象物,普通名詞,人工物-その他;抽象物
困り者,こまりもの,komarimono,abstract_word,抽象物,普通名詞,抽象物
小回り,こまわり,komawari,abstract_word,抽象物,サ変名詞,抽象物
木っ端微塵,こっぱみじん,koppamijin,abstract_word,抽象物,普通名詞,抽象物
懲り懲り,こりごり,korigori,abstract_word,抽象物,サ変名詞,抽象物
