word,hiragana,romaji,reason,note,pos,category,domain
偏,へん,hen,short_on_reading,hen; romaji_used_by:変,普通名詞,抽象物,教育・学習
辺,へん,hen,short_on_reading,hen; romaji_used_by:変,普通名詞,形・模様,
本,ほん,hon,short_on_reading,hon; romaji_used_by:本,普通名詞,人工物-その他;抽象物,
票,ひょう,hyo,short_on_reading,hyo; romaji_used_by:豹,普通名詞,人工物-その他,
域,いき,iki,short_on_reading,iki; romaji_used_by:息,普通名詞,場所-機能,
陣,じん,jin,short_on_reading,jin,普通名詞,場所-その他;抽象物,
巻,かん,kan,short_on_reading,kan; romaji_used_by:缶,普通名詞,人工物-その他;抽象物;数量,
漢,かん,kan,short_on_reading,kan; romaji_used_by:缶,普通名詞,人,
環,かん,kan,short_on_reading,kan; romaji_used_by:缶,普通名詞,形・模様,
缶,かん,kan,short_on_reading,kan; romaji_used_by:缶,普通名詞,人工物-その他,
艦,かん,kan,short_on_reading,kan; romaji_used_by:缶,普通名詞,人工物-乗り物,政治
館,かん,kan,short_on_reading,kan; romaji_used_by:缶,普通名詞,場所-施設,
径,けい,kei,short_on_reading,kei; romaji_used_by:罫,普通名詞,場所-その他,
券,けん,ken,short_on_reading,ken; romaji_used_by:剣,普通名詞,人工物-その他,
剣,けん,ken,short_on_reading,ken; romaji_used_by:剣,普通名詞,人工物-その他,
圏,けん,ken,short_on_reading,ken; romaji_used_by:剣,普通名詞,場所-その他,
県,けん,ken,short_on_reading,ken; romaji_used_by:剣,普通名詞,組織・団体;場所-その他,政治
菌,きん,kin,short_on_reading,kin,普通名詞,動物,健康・医学
婚,こん,kon,short_on_reading,kon; romaji_used_by:紺,普通名詞,抽象物,家庭・暮らし
紺,こん,kon,short_on_reading,kon; romaji_used_by:紺,普通名詞,色,
京,きょう,kyo,short_on_reading,kyo; romaji_used_by:卿,普通名詞,場所-施設,政治
峡,きょう,kyo,short_on_reading,kyo; romaji_used_by:卿,普通名詞,場所-自然,
教,きょう,kyo,short_on_reading,kyo; romaji_used_by:卿,普通名詞,抽象物,文化・芸術
経,きょう,kyo,short_on_reading,kyo; romaji_used_by:卿,普通名詞,抽象物,文化・芸術
給,きゅう,kyu,short_on_reading,kyu; romaji_used_by:急,普通名詞,人工物-金銭;抽象物,
明,めい,mei,short_on_reading,mei; romaji_used_by:姪,普通名詞,抽象物;色,
紋,もん,mon,short_on_reading,mon; romaji_used_by:門,普通名詞,抽象物,文化・芸術
門,もん,mon,short_on_reading,mon; romaji_used_by:門,普通名詞,場所-施設,
欄,らん,ran,short_on_reading,ran; romaji_used_by:蘭,普通名詞,人工物-その他,
霊,れい,rei,short_on_reading,rei,普通名詞,抽象物,文化・芸術
輪,りん,rin,short_on_reading,rin; romaji_used_by:輪,普通名詞,人工物-その他,
塁,るい,rui,short_on_reading,rui,普通名詞,場所-その他,スポーツ
寮,りょう,ryo,short_on_reading,ryo,普通名詞,場所-施設,
料,りょう,ryo,short_on_reading,ryo,普通名詞,人工物-金銭,
領,りょう,ryo,short_on_reading,ryo,普通名詞,場所-その他,
竜,りゅう,ryu,short_on_reading,ryu; romaji_used_by:竜,普通名詞,動物,
債,さい,sai,short_on_reading,sai; romaji_used_by:犀,普通名詞,人工物-金銭,ビジネス
菜,さい,sai,short_on_reading,sai; romaji_used_by:犀,普通名詞,植物;人工物-食べ物,
際,さい,sai,short_on_reading,sai; romaji_used_by:犀,普通名詞,時間,
桟,さん,san,short_on_reading,san,普通名詞,場所-施設部位,
酸,さん,san,short_on_reading,san,普通名詞,自然物,
栓,せん,sen,short_on_reading,sen; romaji_used_by:線,普通名詞,人工物-その他,
線,せん,sen,short_on_reading,sen; romaji_used_by:線,普通名詞,形・模様,
斜,しゃ,sha,short_on_reading,sha,普通名詞,形・模様,
舎,しゃ,sha,short_on_reading,sha,普通名詞,場所-施設,
史,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,人工物-その他;抽象物,
士,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,人,
子,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,人,
市,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,組織・団体;場所-その他,政治
師,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,人,
詞,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,抽象物,文化・芸術;教育・学習
詩,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,抽象物,文化・芸術
誌,し,shi,short_on_reading,shi; romaji_used_by:市,普通名詞,人工物-その他,文化・芸術;メディア
署,しょ,sho,short_on_reading,sho; romaji_used_by:笙,普通名詞,場所-施設,政治
省,しょう,sho,short_on_reading,sho; romaji_used_by:笙,普通名詞,組織・団体;場所-その他,政治
礁,しょう,sho,short_on_reading,sho; romaji_used_by:笙,普通名詞,自然物,
朱,しゅ,shu,short_on_reading,shu; romaji_used_by:週,普通名詞,色,
周,しゅう,shu,short_on_reading,shu; romaji_used_by:週,普通名詞,場所-機能,
州,しゅう,shu,short_on_reading,shu; romaji_used_by:週,普通名詞,組織・団体;場所-その他,政治
衆,しゅう,shu,short_on_reading,shu; romaji_used_by:週,普通名詞,組織・団体,
週,しゅう,shu,short_on_reading,shu; romaji_used_by:週,時相名詞,時間,
隊,たい,tai,short_on_reading,tai; romaji_used_by:鯛,普通名詞,組織・団体,
艇,てい,tei,short_on_reading,tei,普通名詞,人工物-乗り物,交通
邸,てい,tei,short_on_reading,tei,普通名詞,場所-施設,
天,てん,ten,short_on_reading,ten; romaji_used_by:天,普通名詞,場所-自然,
点,てん,ten,short_on_reading,ten; romaji_used_by:天,普通名詞,形・模様,
湾,わん,wan,short_on_reading,wan; romaji_used_by:椀,普通名詞,場所-自然,
剤,ざい,zai,short_on_reading,zai,普通名詞,人工物-その他,健康・医学
材,ざい,zai,short_on_reading,zai,普通名詞,人工物-その他,
財,ざい,zai,short_on_reading,zai,普通名詞,人工物-金銭,
税,ぜい,zei,short_on_reading,zei,普通名詞,人工物-金銭,政治
禅,ぜん,zen,short_on_reading,zen; romaji_used_by:膳,普通名詞,抽象物,文化・芸術
髄,ずい,zui,short_on_reading,zui,普通名詞,動物-部位,健康・医学
