word,hiragana,romaji,reason,note,pos,category,domain
採血,さいけつ,saiketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
採卵,さいらん,sairan,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
済生,さいせい,saisei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
殺菌,さっきん,sakkin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
産婦人科,さんふじんか,sanfujinka,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
産科,さんか,sanka,medical_domain,健康・医学; romaji_used_by:山河,普通名詞,抽象物,健康・医学
刺し傷,さしきず,sashikizu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
成育,せいいく,seiiku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
整形,せいけい,seikei,medical_domain,健康・医学; romaji_used_by:政経,サ変名詞,抽象物,健康・医学
整骨,せいこつ,seikotsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
生理,せいり,seiri,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
整体,せいたい,seitai,medical_domain,健康・医学; romaji_used_by:生体,普通名詞,抽象物,健康・医学
製薬,せいやく,seiyaku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
静養,せいよう,seiyo,medical_domain,健康・医学; romaji_used_by:西洋,サ変名詞,抽象物,健康・医学
製剤,せいざい,seizai,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
咳,せき,seki,medical_domain,健康・医学; romaji_used_by:席,普通名詞,抽象物,健康・医学
赤痢,せきり,sekiri,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
切開,せっかい,sekkai,medical_domain,健康・医学; romaji_used_by:石灰,サ変名詞,抽象物,健康・医学
洗眼,せんがん,sengan,medical_domain,健康・医学; romaji_used_by:洗顔,サ変名詞,抽象物,健康・医学
潜血,せんけつ,senketsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
戦傷,せんしょう,sensho,medical_domain,健康・医学; romaji_used_by:選書,サ変名詞,抽象物,健康・医学
腺腫,せんしゅ,senshu,medical_domain,健康・医学; romaji_used_by:船首,普通名詞,抽象物,健康・医学
摂生,せっせい,sessei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
接種,せっしゅ,sesshu,medical_domain,健康・医学; romaji_used_by:拙守,サ変名詞,抽象物,健康・医学
摂取,せっしゅ,sesshu,medical_domain,健康・医学; romaji_used_by:拙守,サ変名詞,抽象物,健康・医学
切除,せつじょ,setsujo,medical_domain,健康・医学; romaji_used_by:雪上,サ変名詞,抽象物,健康・医学
煮沸,しゃふつ,shafutsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
しゃっくり,しゃっくり,shakkuri,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
指圧,しあつ,shiatsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
紫外線,しがいせん,shigaisen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
死因,しいん,shiin,medical_domain,健康・医学; romaji_used_by:子音,普通名詞,抽象物,健康・医学
施術,しじゅつ,shijutsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
歯科,しか,shika,medical_domain,健康・医学; romaji_used_by:鹿,普通名詞,抽象物,健康・医学
視覚,しかく,shikaku,medical_domain,健康・医学; romaji_used_by:刺客,普通名詞,抽象物,健康・医学
弛緩,しかん,shikan,medical_domain,健康・医学; romaji_used_by:士官,サ変名詞,抽象物,健康・医学
止血,しけつ,shiketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
色盲,しきもう,shikimo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
疾患,しっかん,shikkan,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
失血,しっけつ,shikketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
失禁,しっきん,shikkin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
しこり,しこり,shikori,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
診断,しんだん,shindan,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
心因性,しんいんせい,shininsei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
鍼灸,しんきゅう,shinkyu,medical_domain,健康・医学; romaji_used_by:進級,普通名詞,抽象物,健康・医学
心拍,しんぱく,shinpaku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
診療,しんりょう,shinryo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
診察,しんさつ,shinsatsu,medical_domain,健康・医学; romaji_used_by:新札,サ変名詞,抽象物,健康・医学
真性,しんせい,shinsei,medical_domain,健康・医学; romaji_used_by:新星,普通名詞,抽象物,健康・医学
疾病,しっぺい,shippei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
視力,しりょく,shiryoku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
死傷,ししょう,shisho,medical_domain,健康・医学; romaji_used_by:司書,サ変名詞,抽象物,健康・医学
歯周炎,ししゅうえん,shishuen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
失神,しっしん,shisshin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
湿疹,しっしん,shisshin,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
失調,しっちょう,shitcho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
失語症,しつごしょう,shitsugosho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
失明,しつめい,shitsumei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
執刀,しっとう,shitto,medical_domain,健康・医学; romaji_used_by:失投,サ変名詞,抽象物,健康・医学
傷,しょう,sho,medical_domain,健康・医学; romaji_used_by:笙,普通名詞,抽象物,健康・医学
症,しょう,sho,medical_domain,健康・医学; romaji_used_by:笙,普通名詞,抽象物,健康・医学
傷病,しょうびょう,shobyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
処置,しょち,shochi,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
初潮,しょちょう,shocho,medical_domain,健康・医学; romaji_used_by:小腸,普通名詞,抽象物,健康・医学
消毒,しょうどく,shodoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
処方,しょほう,shoho,medical_domain,健康・医学; romaji_used_by:唱法,普通名詞,抽象物,健康・医学
症状,しょうじょう,shojo,medical_domain,健康・医学; romaji_used_by:少女,普通名詞,抽象物,健康・医学
消化,しょうか,shoka,medical_domain,健康・医学; romaji_used_by:商家,サ変名詞,抽象物,健康・医学
初経,しょけい,shokei,medical_domain,健康・医学; romaji_used_by:小径,普通名詞,抽象物,健康・医学
所見,しょけん,shoken,medical_domain,健康・医学; romaji_used_by:証券,普通名詞,抽象物,健康・医学
小康,しょうこう,shoko,medical_domain,健康・医学; romaji_used_by:将校,普通名詞,抽象物,健康・医学
症候,しょうこう,shoko,medical_domain,健康・医学; romaji_used_by:将校,普通名詞,抽象物,健康・医学
猩紅熱,しょうこうねつ,shokonetsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
食あたり,しょくあたり,shokuatari,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
症例,しょうれい,shorei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
初診,しょしん,shoshin,medical_domain,健康・医学; romaji_used_by:小心,普通名詞,抽象物,健康・医学
小頭症,しょうとうしょう,shotosho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
手術,しゅじゅつ,shujutsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
臭覚,しゅうかく,shukaku,medical_domain,健康・医学; romaji_used_by:主客,普通名詞,抽象物,健康・医学
出血,しゅっけつ,shukketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
収縮,しゅうしゅく,shushuku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
種痘,しゅとう,shuto,medical_domain,健康・医学; romaji_used_by:舅,普通名詞,抽象物,健康・医学
腫瘍,しゅよう,shuyo,medical_domain,健康・医学; romaji_used_by:主要,普通名詞,抽象物,健康・医学
阻害,そがい,sogai,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
損傷,そんしょう,sonsho,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
蘇生,そせい,sosei,medical_domain,健康・医学; romaji_used_by:早世,サ変名詞,抽象物,健康・医学
衰弱,すいじゃく,suijaku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
擦り傷,すりきず,surikizu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
大病,たいびょう,taibyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
体調,たいちょう,taicho,medical_domain,健康・医学; romaji_used_by:隊長,普通名詞,抽象物,健康・医学
胎動,たいどう,taido,medical_domain,健康・医学; romaji_used_by:態度,サ変名詞,抽象物,健康・医学
体位,たいい,taii,medical_domain,健康・医学; romaji_used_by:大医,普通名詞,抽象物,健康・医学
退院,たいいん,taiin,medical_domain,健康・医学; romaji_used_by:隊員,サ変名詞,抽象物,健康・医学
退行,たいこう,taiko,medical_domain,健康・医学; romaji_used_by:太古,サ変名詞,抽象物,健康・医学
胎教,たいきょう,taikyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
胎生,たいせい,taisei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
代謝,たいしゃ,taisha,medical_domain,健康・医学; romaji_used_by:大社,サ変名詞,抽象物,健康・医学
対症,たいしょう,taisho,medical_domain,健康・医学; romaji_used_by:大暑,普通名詞,抽象物,健康・医学
摘出,てきしゅつ,tekishutsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
転移,てんい,teni,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
天然痘,てんねんとう,tennento,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
点滴,てんてき,tenteki,medical_domain,健康・医学; romaji_used_by:天敵,普通名詞,抽象物,健康・医学
闘病,とうびょう,tobyo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
湯治,とうじ,toji,medical_domain,健康・医学; romaji_used_by:冬至,サ変名詞,抽象物,健康・医学
吐血,とけつ,toketsu,medical_domain,健康・医学; romaji_used_by:凍結,サ変名詞,抽象物,健康・医学
床擦れ,とこずれ,tokozure,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
頓服,とんぷく,tonpuku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
鳥肌,とりはだ,torihada,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
透析,とうせき,toseki,medical_domain,健康・医学; romaji_used_by:投石,サ変名詞,抽象物,健康・医学
凍傷,とうしょう,tosho,medical_domain,健康・医学; romaji_used_by:島嶼,普通名詞,抽象物,健康・医学
投薬,とうやく,toyaku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
投与,とうよ,toyo,medical_domain,健康・医学; romaji_used_by:東洋,サ変名詞,抽象物,健康・医学
痛,つう,tsu,medical_domain,健康・医学; romaji_used_by:通,普通名詞,抽象物,健康・医学
痛風,つうふう,tsufu,medical_domain,健康・医学; romaji_used_by:通風,普通名詞,抽象物,健康・医学
鬱,うつ,utsu,medical_domain,健康・医学; romaji_used_by:打つ,普通名詞,抽象物,健康・医学
鬱病,うつびょう,utsubyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
火傷,やけど,yakedo,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
薬科,やっか,yakka,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
薬効,やっこう,yakko,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
薬害,やくがい,yakugai,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
薬用,やくよう,yakuyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
病み上がり,やみあがり,yamiagari,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
やせぎす,やせぎす,yasegisu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
予防,よぼう,yobo,medical_domain,健康・医学; romaji_used_by:養母,サ変名詞,抽象物,健康・医学
余病,よびょう,yobyo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
容体,ようだい,yodai,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
養生,ようじょう,yojo,medical_domain,健康・医学; romaji_used_by:幼女,サ変名詞,抽象物,健康・医学
余命,よめい,yomei,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
陽転,ようてん,yoten,medical_domain,健康・医学; romaji_used_by:要点,サ変名詞,抽象物,健康・医学
腰痛,ようつう,yotsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
癒着,ゆちゃく,yuchaku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
輸血,ゆけつ,yuketsu,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
挫傷,ざしょう,zasho,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
贅肉,ぜいにく,zeiniku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
全治,ぜんち,zenchi,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
全快,ぜんかい,zenkai,medical_domain,健康・医学; romaji_used_by:前回,サ変名詞,抽象物,健康・医学
全盲,ぜんもう,zenmo,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
喘息,ぜんそく,zensoku,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
絶食,ぜっしょく,zesshoku,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
絶命,ぜつめい,zetsumei,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
増進,ぞうしん,zoshin,medical_domain,健康・医学,サ変名詞,抽象物,健康・医学
髄膜炎,ずいまくえん,zuimakuen,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
頭痛,ずつう,zutsu,medical_domain,健康・医学,普通名詞,抽象物,健康・医学
あまた,あまた,amata,quantity,数量,普通名詞,数量,
足掛け,あしかけ,ashikake,quantity,数量,普通名詞,抽象物;数量,
価,あたい,atai,quantity,数量,普通名詞,数量,
値,あたい,atai,quantity,数量,普通名詞,数量,
倍,ばい,bai,quantity,数量,普通名詞,数量,
売価,ばいか,baika,quantity,数量; romaji_used_by:梅花,普通名詞,数量,ビジネス
倍率,ばいりつ,bairitsu,quantity,数量,普通名詞,数量,科学・技術;ビジネス
倍数,ばいすう,baisu,quantity,数量,普通名詞,数量,教育・学習
場数,ばかず,bakazu,quantity,数量,普通名詞,数量,
馬力,ばりき,bariki,quantity,数量,普通名詞,数量,
米価,べいか,beika,quantity,数量; romaji_used_by:米貨,普通名詞,数量,政治
冪,べき,beki,quantity,数量,普通名詞,数量,教育・学習
微分,びぶん,bibun,quantity,数量,サ変名詞,数量,教育・学習
微熱,びねつ,binetsu,quantity,数量,普通名詞,数量,健康・医学
微量,びりょう,biryo,quantity,数量,普通名詞,数量,
没年,ぼつねん,botsunen,quantity,数量,普通名詞,抽象物;数量,
歩合,ぶあい,buai,quantity,数量,普通名詞,数量,ビジネス
物価,ぶっか,bukka,quantity,数量,普通名詞,数量,ビジネス
分,ぶん,bun,quantity,数量,普通名詞,数量,
分量,ぶんりょう,bunryo,quantity,数量,普通名詞,数量,
分数,ぶんすう,bunsu,quantity,数量,普通名詞,数量,教育・学習
部数,ぶすう,busu,quantity,数量,普通名詞,数量,メディア
物量,ぶつりょう,butsuryo,quantity,数量,普通名詞,数量,
秒,びょう,byo,quantity,数量; romaji_used_by:廟,普通名詞,数量,
秒速,びょうそく,byosoku,quantity,数量,普通名詞,数量,
値,ち,chi,quantity,数量,普通名詞,数量,
地価,ちか,chika,quantity,数量; romaji_used_by:地下,普通名詞,数量,ビジネス
知名度,ちめいど,chimeido,quantity,数量,普通名詞,数量,
潮位,ちょうい,choi,quantity,数量; romaji_used_by:弔慰,普通名詞,数量,
直径,ちょっけい,chokkei,quantity,数量,普通名詞,数量,
代価,だいか,daika,quantity,数量,普通名詞,数量,ビジネス
打率,だりつ,daritsu,quantity,数量,普通名詞,数量,スポーツ
打数,だすう,dasu,quantity,数量; romaji_used_by:出す,普通名詞,数量,スポーツ
打点,だてん,daten,quantity,数量,普通名詞,数量,スポーツ
出来高,できだか,dekidaka,quantity,数量,普通名詞,数量,ビジネス
電位,でんい,deni,quantity,数量,普通名詞,数量,科学・技術
度数,どすう,dosu,quantity,数量,普通名詞,数量,
同点,どうてん,doten,quantity,数量,普通名詞,数量,スポーツ
塩分,えんぶん,enbun,quantity,数量,普通名詞,数量,料理・食事
遠距離,えんきょり,enkyori,quantity,数量,普通名詞,抽象物;数量,交通
幅員,ふくいん,fukuin,quantity,数量; romaji_used_by:福音,普通名詞,数量,交通
複数,ふくすう,fukusu,quantity,数量,普通名詞,数量,
分速,ふんそく,funsoku,quantity,数量,普通名詞,数量,
風速,ふうそく,fusoku,quantity,数量; romaji_used_by:不足,普通名詞,数量,
沸点,ふってん,futten,quantity,数量,普通名詞,数量,科学・技術;教育・学習
外径,がいけい,gaikei,quantity,数量; romaji_used_by:外形,普通名詞,数量,
概数,がいすう,gaisu,quantity,数量,普通名詞,数量,
額面,がくめん,gakumen,quantity,数量,普通名詞,数量,
学齢,がくれい,gakurei,quantity,数量,普通名詞,数量,教育・学習
減価,げんか,genka,quantity,数量; romaji_used_by:現下,普通名詞,数量,ビジネス
月産,げっさん,gessan,quantity,数量,普通名詞,数量,ビジネス
月額,げつがく,getsugaku,quantity,数量,普通名詞,数量,ビジネス
月齢,げつれい,getsurei,quantity,数量,普通名詞,数量,
五分,ごぶ,gobu,quantity,数量,普通名詞,数量,
合計,ごうけい,gokei,quantity,数量,サ変名詞,数量,
軍勢,ぐんぜい,gunzei,quantity,数量,普通名詞,数量,政治
逆数,ぎゃくすう,gyakusu,quantity,数量,普通名詞,数量,教育・学習
肺活量,はいかつりょう,haikatsuryo,quantity,数量,普通名詞,数量,健康・医学
泊,はく,haku,quantity,数量; romaji_used_by:箔,普通名詞,数量,
半,はん,han,quantity,数量,普通名詞,数量,
半分,はんぶん,hanbun,quantity,数量,普通名詞,数量,
半額,はんがく,hangaku,quantity,数量,普通名詞,数量,ビジネス
半々,はんはん,hanhan,quantity,数量,普通名詞,数量,
半径,はんけい,hankei,quantity,数量,普通名詞,数量,
半値,はんね,hanne,quantity,数量,普通名詞,数量,ビジネス
半音,はんおん,hanon,quantity,数量,普通名詞,数量,文化・芸術
反比例,はんぴれい,hanpirei,quantity,数量,サ変名詞,数量,教育・学習
半数,はんすう,hansu,quantity,数量,普通名詞,数量,
端数,はすう,hasu,quantity,数量; romaji_used_by:蓮,普通名詞,数量,
刃渡り,はわたり,hawatari,quantity,数量,普通名詞,抽象物;数量,
平方,へいほう,heiho,quantity,数量,サ変名詞,数量,
兵員,へいいん,heiin,quantity,数量,普通名詞,数量,政治
平価,へいか,heika,quantity,数量; romaji_used_by:陛下,普通名詞,数量,ビジネス
平熱,へいねつ,heinetsu,quantity,数量,普通名詞,数量,健康・医学
偏差値,へんさち,hensachi,quantity,数量,普通名詞,数量,教育・学習
比重,ひじゅう,hiju,quantity,数量,普通名詞,数量,
飛距離,ひきょり,hikyori,quantity,数量,普通名詞,数量,スポーツ
頻度,ひんど,hindo,quantity,数量,普通名詞,数量,
比例,ひれい,hirei,quantity,数量,サ変名詞,数量,
比率,ひりつ,hiritsu,quantity,数量,普通名詞,数量,科学・技術
一撮み,ひとつまみ,hitotsumami,quantity,数量,普通名詞,数量,
北緯,ほくい,hokui,quantity,数量,普通名詞,数量,
本数,ほんすう,honsu,quantity,数量,普通名詞,数量,
歩数,ほすう,hosu,quantity,数量; romaji_used_by:干す,普通名詞,数量,
標高,ひょうこう,hyoko,quantity,数量,普通名詞,数量,
表面積,ひょうめんせき,hyomenseki,quantity,数量,普通名詞,数量,
氷点,ひょうてん,hyoten,quantity,数量,普通名詞,数量,科学・技術
氷点下,ひょうてんか,hyotenka,quantity,数量,普通名詞,数量,
一元,いちげん,ichigen,quantity,数量,普通名詞,数量,
緯度,いど,ido,quantity,数量; romaji_used_by:井戸,普通名詞,数量,
言い値,いいね,iine,quantity,数量,普通名詞,数量,ビジネス
幾,いく,iku,quantity,数量; romaji_used_by:行く,普通名詞,数量,
以内,いない,inai,quantity,数量,普通名詞,数量,
地代,じだい,jidai,quantity,数量; romaji_used_by:時代,普通名詞,数量,家庭・暮らし;ビジネス
自乗,じじょう,jijo,quantity,数量; romaji_used_by:侍女,サ変名詞,数量,教育・学習
時価,じか,jika,quantity,数量; romaji_used_by:自家,普通名詞,数量,ビジネス
人員,じんいん,jinin,quantity,数量,普通名詞,数量,
人口,じんこう,jinko,quantity,数量,普通名詞,数量,
時速,じそく,jisoku,quantity,数量,普通名詞,数量,交通
実数,じっすう,jissu,quantity,数量,普通名詞,数量,教育・学習
字数,じすう,jisu,quantity,数量,普通名詞,数量,
純度,じゅんど,jundo,quantity,数量,普通名詞,数量,
順列,じゅんれつ,junretsu,quantity,数量,普通名詞,数量,
樹齢,じゅれい,jurei,quantity,数量,普通名詞,数量,
重量,じゅうりょう,juryo,quantity,数量,普通名詞,数量,
仮分数,かぶんすう,kabunsu,quantity,数量,普通名詞,数量,教育・学習
過半,かはん,kahan,quantity,数量; romaji_used_by:河畔,普通名詞,数量,
過半数,かはんすう,kahansu,quantity,数量,普通名詞,数量,
回,かい,kai,quantity,数量; romaji_used_by:貝,普通名詞,数量,
階,かい,kai,quantity,数量; romaji_used_by:貝,普通名詞,数量,
海抜,かいばつ,kaibatsu,quantity,数量,普通名詞,数量,
買い値,かいね,kaine,quantity,数量,普通名詞,数量,ビジネス
海里,かいり,kairi,quantity,数量,普通名詞,数量,
回数,かいすう,kaisu,quantity,数量,普通名詞,数量,
解像度,かいぞうど,kaizodo,quantity,数量,普通名詞,数量,科学・技術
掛け値,かけね,kakene,quantity,数量,普通名詞,数量,
確度,かくど,kakudo,quantity,数量,普通名詞,数量,
角度,かくど,kakudo,quantity,数量,普通名詞,数量,
画数,かくすう,kakusu,quantity,数量; romaji_used_by:隠す,普通名詞,数量,教育・学習
感度,かんど,kando,quantity,数量; romaji_used_by:間道,普通名詞,数量,
巻数,かんすう,kansu,quantity,数量,普通名詞,数量,文化・芸術;メディア
関数,かんすう,kansu,quantity,数量,普通名詞,数量,教育・学習
嵩,かさ,kasa,quantity,数量; romaji_used_by:傘,普通名詞,数量,
華氏,かし,kashi,quantity,数量; romaji_used_by:樫,普通名詞,数量,
数え年,かぞえどし,kazoedoshi,quantity,数量,普通名詞,数量,
数,かず,kazu,quantity,数量,普通名詞,数量,
経度,けいど,keido,quantity,数量; romaji_used_by:軽度,普通名詞,数量,
係数,けいすう,keisu,quantity,数量,普通名詞,数量,教育・学習;科学・技術
件数,けんすう,kensu,quantity,数量,普通名詞,数量,
桁,けた,keta,quantity,数量,普通名詞,数量,
けた数,けたすう,ketasu,quantity,数量,普通名詞,数量,
斤,きん,kin,quantity,数量,普通名詞,数量,料理・食事
金額,きんがく,kingaku,quantity,数量,普通名詞,数量,ビジネス
近距離,きんきょり,kinkyori,quantity,数量,普通名詞,抽象物;数量,交通
気温,きおん,kion,quantity,数量,普通名詞,数量,
機数,きすう,kisu,quantity,数量; romaji_used_by:鱚,普通名詞,数量,
勾配,こうばい,kobai,quantity,数量; romaji_used_by:紅梅,普通名詞,数量,
光度,こうど,kodo,quantity,数量; romaji_used_by:公道,普通名詞,数量,
硬度,こうど,kodo,quantity,数量; romaji_used_by:公道,普通名詞,数量,
高度,こうど,kodo,quantity,数量; romaji_used_by:公道,普通名詞,数量,
口径,こうけい,kokei,quantity,数量; romaji_used_by:光景,普通名詞,数量,
齣,こま,koma,quantity,数量; romaji_used_by:駒,普通名詞,数量,文化・芸術
光年,こうねん,konen,quantity,数量; romaji_used_by:後年,普通名詞,数量,
小売値,こうりね,korine,quantity,数量,普通名詞,数量,ビジネス
効率,こうりつ,koritsu,quantity,数量; romaji_used_by:公立,普通名詞,数量,
光速,こうそく,kosoku,quantity,数量; romaji_used_by:校則,普通名詞,数量,
個数,こすう,kosu,quantity,数量; romaji_used_by:漉す,普通名詞,数量,
戸数,こすう,kosu,quantity,数量; romaji_used_by:漉す,普通名詞,数量,家庭・暮らし
巨万,きょまん,kyoman,quantity,数量,普通名詞,数量,
享年,きょうねん,kyonen,quantity,数量; romaji_used_by:凶年,普通名詞,数量,健康・医学;家庭・暮らし
距離,きょり,kyori,quantity,数量; romaji_used_by:郷里,普通名詞,抽象物;数量,
球速,きゅうそく,kyusoku,quantity,数量; romaji_used_by:急速,普通名詞,数量,スポーツ
間数,まかず,makazu,quantity,数量,普通名詞,数量,
満点,まんてん,manten,quantity,数量; romaji_used_by:満点,普通名詞,数量,教育・学習
升目,ますめ,masume,quantity,数量,普通名詞,数量,
目分量,めぶんりょう,mebunryo,quantity,数量,普通名詞,数量,料理・食事
名,めい,mei,quantity,数量; romaji_used_by:姪,普通名詞,抽象物;数量,
明度,めいど,meido,quantity,数量; romaji_used_by:冥土,普通名詞,数量,
目方,めかた,mekata,quantity,数量,普通名詞,数量,
面積,めんせき,menseki,quantity,数量,普通名詞,数量,
道のり,みちのり,michinori,quantity,数量,普通名詞,抽象物;数量,
未満,みまん,miman,quantity,数量,普通名詞,数量,
身の丈,みのたけ,minotake,quantity,数量,普通名詞,数量,
密度,みつど,mitsudo,quantity,数量,普通名詞,数量,教育・学習
水嵩,みずかさ,mizukasa,quantity,数量,普通名詞,数量,
匁,もんめ,monme,quantity,数量,普通名詞,数量,
元値,もとね,motone,quantity,数量,普通名詞,数量,ビジネス
内径,ないけい,naikei,quantity,数量,普通名詞,数量,
何遍,なんべん,nanben,quantity,数量,普通名詞,数量,
何度,なんど,nando,quantity,数量; romaji_used_by:納戸,普通名詞,数量,
南緯,なんい,nani,quantity,数量; romaji_used_by:何,普通名詞,数量,
値段,ねだん,nedan,quantity,数量,普通名詞,数量,ビジネス
値頃,ねごろ,negoro,quantity,数量,普通名詞,数量,ビジネス
年額,ねんがく,nengaku,quantity,数量,普通名詞,数量,
燃費,ねんぴ,nenpi,quantity,数量,普通名詞,数量,交通
年齢,ねんれい,nenrei,quantity,数量,普通名詞,数量,
年率,ねんりつ,nenritsu,quantity,数量,普通名詞,数量,ビジネス
年産,ねんさん,nensan,quantity,数量,普通名詞,数量,ビジネス
年商,ねんしょう,nensho,quantity,数量; romaji_used_by:年初,普通名詞,数量,ビジネス
熱量,ねつりょう,netsuryo,quantity,数量,普通名詞,数量,健康・医学;科学・技術
人数,にんずう,ninzu,quantity,数量,普通名詞,数量,
日産,にっさん,nissan,quantity,数量,普通名詞,数量,
日数,にっすう,nissu,quantity,数量,普通名詞,数量,
濃度,のうど,nodo,quantity,数量; romaji_used_by:喉,普通名詞,数量,科学・技術
温度,おんど,ondo,quantity,数量,普通名詞,数量,
音量,おんりょう,onryo,quantity,数量,普通名詞,数量,
音速,おんそく,onsoku,quantity,数量,普通名詞,数量,
卸し値,おろしね,oroshine,quantity,数量,普通名詞,数量,ビジネス
終値,おわりね,owarine,quantity,数量,普通名詞,数量,ビジネス
利率,りりつ,riritsu,quantity,数量,普通名詞,数量,
率,りつ,ritsu,quantity,数量,普通名詞,数量,
量,りょう,ryo,quantity,数量,普通名詞,数量,
料率,りょうりつ,ryoritsu,quantity,数量; romaji_used_by:両立,普通名詞,数量,ビジネス
流量,りゅうりょう,ryuryo,quantity,数量,普通名詞,数量,
彩度,さいど,saido,quantity,数量; romaji_used_by:再度,普通名詞,数量,
歳入,さいにゅう,sainyu,quantity,数量,普通名詞,数量,政治
歳出,さいしゅつ,saishutsu,quantity,数量,普通名詞,数量,政治
参,さん,san,quantity,数量,普通名詞,抽象物;数量,
産額,さんがく,sangaku,quantity,数量; romaji_used_by:山岳,普通名詞,数量,ビジネス
差し金,さしがね,sashigane,quantity,数量,普通名詞,数量,
冊数,さっすう,sassu,quantity,数量,普通名詞,数量,
正比例,せいひれい,seihirei,quantity,数量,サ変名詞,数量,教育・学習
