word,hiragana,romaji,pos,category,domain,source
僻地,へきち,hekichi,普通名詞,場所-その他,,juman
壁画,へきが,hekiga,普通名詞,人工物-その他;抽象物,文化・芸術,juman
壁面,へきめん,hekimen,普通名詞,場所-その他,,juman
返事,へんじ,henji,サ変名詞,抽象物,,manual
辺境,へんきょう,henkyo,普通名詞,場所-その他,,juman
編曲,へんきょく,henkyoku,サ変名詞,抽象物,文化・芸術,juman
返品,へんぴん,henpin,サ変名詞,抽象物,家庭・暮らし;ビジネス,juman
遍路,へんろ,henro,普通名詞,抽象物,文化・芸術,juman
編纂,へんさん,hensan,サ変名詞,抽象物,文化・芸術,juman
変成岩,へんせいがん,henseigan,普通名詞,自然物,,juman
返信,へんしん,henshin,サ変名詞,人工物-その他,,juman
偏食,へんしょく,henshoku,サ変名詞,抽象物,料理・食事,juman
変速,へんそく,hensoku,サ変名詞,抽象物,交通,juman
変奏曲,へんそうきょく,hensokyoku,普通名詞,抽象物,文化・芸術,juman
扁桃腺,へんとうせん,hentosen,普通名詞,動物-部位,健康・医学,juman
臍繰り,へそくり,hesokuri,普通名詞,人工物-金銭,家庭・暮らし,juman
へその緒,へそのお,hesono,普通名詞,動物-部位,健康・医学;家庭・暮らし,juman
部屋,へや,heya,普通名詞,場所-施設,家庭・暮らし,juman
火遊び,ひあそび,hiasobi,普通名詞,抽象物,家庭・暮らし,juman
日当たり,ひあたり,hiatari,普通名詞,抽象物,,juman
火鉢,ひばち,hibachi,普通名詞,人工物-その他,,juman
火花,ひばな,hibana,普通名詞,自然物,,juman
火箸,ひばし,hibashi,普通名詞,人工物-その他,,juman
日干し,ひぼし,hiboshi,普通名詞,抽象物,家庭・暮らし,juman
火蓋,ひぶた,hibuta,普通名詞,人工物-その他,,juman
秘仏,ひぶつ,hibutsu,普通名詞,人工物-その他,文化・芸術,juman
篳篥,ひちりき,hichiriki,普通名詞,人工物-その他,文化・芸術,juman
襞,ひだ,hida,普通名詞,人工物-衣類,,juman
日溜まり,ひだまり,hidamari,普通名詞,場所-その他,,juman
火種,ひだね,hidane,普通名詞,自然物,,juman
左,ひだり,hidari,普通名詞,場所-機能,,juman
左利き,ひだりきき,hidarikiki,普通名詞,抽象物,,juman
左手,ひだりて,hidarite,普通名詞,動物-部位,,juman
日時計,ひどけい,hidokei,普通名詞,人工物-その他,,juman
被服,ひふく,hifuku,普通名詞,人工物-衣類,家庭・暮らし,juman
日帰り,ひがえり,higaeri,サ変名詞,抽象物,レクリエーション,juman
彼岸,ひがん,higan,普通名詞,時間,文化・芸術,juman
彼岸花,ひがんばな,higanbana,普通名詞,植物,,juman
日傘,ひがさ,higasa,普通名詞,人工物-その他,家庭・暮らし,juman
干菓子,ひがし,higashi,普通名詞,人工物-食べ物,料理・食事,juman
髭根,ひげね,higene,普通名詞,植物-部位,,juman
緋鯉,ひごい,higoi,普通名詞,動物,,juman
日ごと,ひごと,higoto,普通名詞,時間,,juman
ひぐま,ひぐま,higuma,普通名詞,動物,,juman
ひぐらし,ひぐらし,higurashi,普通名詞,動物,,juman
日暮れ,ひぐれ,higure,普通名詞,抽象物;時間,,juman
ひいき,ひいき,hiiki,サ変名詞,抽象物,,juman
ひいおばあさん,ひいおばあさん,hiiobaasan,普通名詞,人,家庭・暮らし,juman
ひいおじいさん,ひいおじいさん,hiiojiisan,普通名詞,人,家庭・暮らし,juman
柊,ひいらぎ,hiiragi,普通名詞,植物,,juman
ひじき,ひじき,hijiki,普通名詞,植物;人工物-食べ物,料理・食事,juman
非常口,ひじょうぐち,hijoguchi,普通名詞,場所-施設部位,,juman
日影,ひかげ,hikage,普通名詞,場所-自然,,juman
光,ひかり,hikari,普通名詞,抽象物,,juman
引き出物,ひきでもの,hikidemono,普通名詞,人工物-その他,家庭・暮らし,juman
引き戸,ひきど,hikido,普通名詞,場所-施設,家庭・暮らし,juman
蟇蛙,ひきがえる,hikigaeru,普通名詞,動物,,juman
引き金,ひきがね,hikigane,普通名詞,人工物-その他,,juman
弾き語り,ひきがたり,hikigatari,普通名詞,抽象物,文化・芸術,juman
悲喜劇,ひきげき,hikigeki,普通名詞,抽象物,文化・芸術,juman
引き際,ひきぎわ,hikigiwa,普通名詞,時間,,juman
轢き逃げ,ひきにげ,hikinige,サ変名詞,抽象物,交通;政治,juman
挽き肉,ひきにく,hikiniku,普通名詞,人工物-食べ物,料理・食事,juman
引き潮,ひきしお,hikishio,普通名詞,抽象物,,juman
引き手,ひきて,hikite,普通名詞,場所-施設部位,,juman
引き取り手,ひきとりて,hikitorite,普通名詞,人,,juman
挽き臼,ひきうす,hikiusu,普通名詞,人工物-その他,,juman
引分,ひきわけ,hikiwake,普通名詞,抽象物,スポーツ,juman
引き算,ひきざん,hikizan,サ変名詞,抽象物,教育・学習,juman
引き綱,ひきづな,hikizuna,普通名詞,人工物-その他,,juman
引越,ひっこし,hikkoshi,サ変名詞,抽象物,家庭・暮らし,juman
彦星,ひこぼし,hikoboshi,普通名詞,自然物,,juman
ひこ孫,ひこまご,hikomago,普通名詞,人,家庭・暮らし,juman
飛脚,ひきゃく,hikyaku,普通名詞,人,,juman
ひ孫,ひまご,himago,普通名詞,人,家庭・暮らし,juman
被膜,ひまく,himaku,普通名詞,動物-部位,,juman
ひまわり,ひまわり,himawari,普通名詞,植物,,juman
姫,ひめ,hime,普通名詞,人,,juman
姫君,ひめぎみ,himegimi,普通名詞,人,,juman
姫ゆり,ひめゆり,himeyuri,普通名詞,植物,,juman
日持ち,ひもち,himochi,サ変名詞,抽象物,料理・食事,juman
氷室,ひむろ,himuro,普通名詞,人工物-その他,,juman
雛,ひな,hina,普通名詞,動物,,juman
雛鳥,ひなどり,hinadori,普通名詞,動物,,juman
雛菊,ひなぎく,hinagiku,普通名詞,植物,,juman
雛人形,ひなにんぎょう,hinaningyo,普通名詞,人工物-その他,文化・芸術;家庭・暮らし,juman
日なた,ひなた,hinata,普通名詞,場所-自然,,juman
牝馬,ひんば,hinba,普通名詞,動物,,juman
ひねもす,ひねもす,hinemosu,時相名詞,時間,,juman
賓客,ひんきゃく,hinkyaku,普通名詞,人,,juman
丙午,ひのえうま,hinoeuma,普通名詞,時間,,juman
日の入り,ひのいり,hinoiri,普通名詞,抽象物,,juman
檜,ひのき,hinoki,普通名詞,植物,,juman
火の元,ひのもと,hinomoto,普通名詞,場所-その他,,juman
火の用心,ひのようじん,hinoyojin,普通名詞,抽象物,家庭・暮らし,juman
平,ひら,hira,普通名詞,抽象物,,juman
開き戸,ひらきど,hirakido,普通名詞,場所-施設,家庭・暮らし,juman
平幕,ひらまく,hiramaku,普通名詞,人,スポーツ,juman
ひらめ,ひらめ,hirame,普通名詞,動物;人工物-食べ物,料理・食事,juman
平泳ぎ,ひらおよぎ,hiraoyogi,普通名詞,抽象物,スポーツ,juman
平屋,ひらや,hiraya,普通名詞,場所-施設,家庭・暮らし,juman
平屋建て,ひらやだて,hirayadate,普通名詞,場所-施設,家庭・暮らし,juman
広場,ひろば,hiroba,普通名詞,場所-施設,,juman
披露宴,ひろうえん,hiroen,普通名詞,抽象物,家庭・暮らし,juman
拾い物,ひろいもの,hiroimono,普通名詞,人工物-その他,,juman
拾い読み,ひろいよみ,hiroiyomi,サ変名詞,抽象物,,juman
広小路,ひろこうじ,hirokoji,普通名詞,場所-その他,交通,juman
昼,ひる,hiru,時相名詞,時間,,juman
昼時,ひるどき,hirudoki,時相名詞,時間,,juman
昼顔,ひるがお,hirugao,普通名詞,植物,,juman
昼げ,ひるげ,hiruge,普通名詞,人工物-食べ物,料理・食事,juman
昼日中,ひるひなか,hiruhinaka,時相名詞,時間,,juman
昼下がり,ひるさがり,hirusagari,時相名詞,時間,,juman
肥料,ひりょう,hiryo,普通名詞,人工物-その他,,juman
庇,ひさし,hisashi,普通名詞,場所-施設部位,,juman
柄杓,ひしゃく,hishaku,普通名詞,人工物-その他,料理・食事,juman
被写体,ひしゃたい,hishatai,普通名詞,抽象物,文化・芸術,juman
菱形,ひしがた,hishigata,普通名詞,形・模様,,juman
菱餅,ひしもち,hishimochi,普通名詞,人工物-食べ物,家庭・暮らし;料理・食事,juman
皮質,ひしつ,hishitsu,普通名詞,動物-部位,健康・医学,juman
筆算,ひっさん,hissan,サ変名詞,抽象物,教育・学習,juman
筆者,ひっしゃ,hissha,普通名詞,人,文化・芸術;科学・技術;メディア,juman
飛天,ひてん,hiten,普通名詞,人,文化・芸術,juman
人,ひと,hito,普通名詞,人,,juman
一汗,ひとあせ,hitoase,普通名詞,自然物,,juman
一晩,ひとばん,hitoban,時相名詞,時間,,juman
人々,ひとびと,hitobito,普通名詞,人,,juman
人違い,ひとちがい,hitochigai,サ変名詞,抽象物,,juman
人魂,ひとだま,hitodama,普通名詞,自然物,文化・芸術,juman
人助け,ひとだすけ,hitodasuke,サ変名詞,抽象物,,juman
海星,ひとで,hitode,普通名詞,動物,,juman
人通り,ひとどおり,hitodori,普通名詞,抽象物,,juman
人込み,ひとごみ,hitogomi,普通名詞,抽象物,,juman
他人事,ひとごと,hitogoto,普通名詞,人,,juman
一息,ひといき,hitoiki,普通名詞,抽象物;時間,,juman
人影,ひとかげ,hitokage,普通名詞,抽象物;形・模様,,juman
一頃,ひところ,hitokoro,時相名詞,時間,,juman
人前,ひとまえ,hitomae,普通名詞,場所-その他,,juman
一幕,ひとまく,hitomaku,普通名詞,抽象物,文化・芸術,juman
一回り,ひとまわり,hitomawari,サ変名詞,抽象物,,juman
瞳,ひとみ,hitomi,普通名詞,動物-部位,,juman
一寝入り,ひとねいり,hitoneiri,サ変名詞,抽象物,家庭・暮らし,juman
独り言,ひとりごと,hitorigoto,普通名詞,抽象物,,juman
独り占め,ひとりじめ,hitorijime,サ変名詞,抽象物,,juman
一人っ子,ひとりっこ,hitorikko,普通名詞,抽象物,家庭・暮らし,juman
人様,ひとさま,hitosama,普通名詞,人,,juman
一時,ひととき,hitotoki,普通名詞,時間,,juman
一休み,ひとやすみ,hitoyasumi,サ変名詞,抽象物,,juman
人里,ひとざと,hitozato,普通名詞,場所-その他,,juman
人妻,ひとづま,hitozuma,普通名詞,人,家庭・暮らし,juman
羊,ひつじ,hitsuji,普通名詞,動物,,juman
羊飼い,ひつじかい,hitsujikai,普通名詞,人,,juman
筆名,ひつめい,hitsumei,普通名詞,抽象物,文化・芸術;メディア,juman
火打ち石,ひうちいし,hiuchiishi,普通名詞,自然物,,juman
冷や汗,ひやあせ,hiyaase,普通名詞,自然物,,juman
日焼け,ひやけ,hiyake,サ変名詞,抽象物,,juman
冷や奴,ひややっこ,hiyayakko,普通名詞,人工物-食べ物,料理・食事,juman
鵯,ひよどり,hiyodori,普通名詞,動物,,juman
ひよこ,ひよこ,hiyoko,普通名詞,動物,,juman
日盛り,ひざかり,hizakari,普通名詞,時間,,juman
膝小僧,ひざこぞう,hizakozo,普通名詞,動物-部位,,juman
膝元,ひざもと,hizamoto,普通名詞,場所-その他,,juman
日差し,ひざし,hizashi,普通名詞,抽象物,,juman
秘蔵っ子,ひぞっこ,hizokko,普通名詞,人,,juman
蹄,ひづめ,hizume,普通名詞,動物-部位,,juman
奉安,ほうあん,hoan,サ変名詞,抽象物,文化・芸術,juman
帆柱,ほばしら,hobashira,普通名詞,人工物-その他,,juman
放物線,ほうぶつせん,hobutsusen,普通名詞,形・模様,,juman
補聴器,ほちょうき,hochoki,普通名詞,人工物-その他,健康・医学,juman
捕虫網,ほちゅうあみ,hochuami,普通名詞,人工物-その他,レクリエーション,juman
邦画,ほうが,hoga,普通名詞,抽象物,文化・芸術,juman
方角,ほうがく,hogaku,普通名詞,場所-機能,,juman
砲丸投げ,ほうがんなげ,hogannage,普通名詞,抽象物,スポーツ,juman
方眼紙,ほうがんし,hoganshi,普通名詞,人工物-その他,,juman
宝玉,ほうぎょく,hogyoku,普通名詞,自然物,,juman
保育,ほいく,hoiku,サ変名詞,抽象物,家庭・暮らし,juman
邦人,ほうじん,hojin,普通名詞,人,,juman
頬白,ほおじろ,hojiro,普通名詞,動物,,juman
頬被り,ほおかぶり,hokaburi,サ変名詞,人工物-衣類,家庭・暮らし,juman
放課後,ほうかご,hokago,時相名詞,時間,教育・学習,juman
方解石,ほうかいせき,hokaiseki,普通名詞,自然物,,juman
帆掛け船,ほかけぶね,hokakebune,普通名詞,人工物-乗り物,交通,juman
補欠,ほけつ,hoketsu,普通名詞,人;抽象物,スポーツ;教育・学習,juman
箒星,ほうきぼし,hokiboshi,普通名詞,自然物,,juman
北海,ほっかい,hokkai,普通名詞,場所-その他,,juman
ほっけ,ほっけ,hokke,普通名詞,動物;人工物-食べ物,料理・食事,juman
発起人,ほっきにん,hokkinin,普通名詞,人,,juman
北極,ほっきょく,hokkyoku,普通名詞,場所-その他,,juman
ほこら,ほこら,hokora,普通名詞,場所-施設,,juman
埃,ほこり,hokori,普通名詞,自然物,,juman
矛先,ほこさき,hokosaki,普通名詞,場所-その他,,juman
北部,ほくぶ,hokubu,普通名詞,場所-機能,,juman
ほくろ,ほくろ,hokuro,普通名詞,動物-部位,,juman
北西,ほくせい,hokusei,普通名詞,場所-その他,,juman
北端,ほくたん,hokutan,普通名詞,場所-機能,,juman
帆前船,ほまえせん,homaesen,普通名詞,人工物-乗り物,交通,juman
訪問着,ほうもんぎ,homongi,普通名詞,人工物-衣類,家庭・暮らし,juman
本箱,ほんばこ,honbako,普通名詞,人工物-その他,家庭・暮らし,juman
本棚,ほんだな,hondana,普通名詞,人工物-その他;場所-施設部位,,juman
骨,ほね,hone,普通名詞,動物-部位,,juman
骨組み,ほねぐみ,honegumi,普通名詞,抽象物,,juman
骨身,ほねみ,honemi,普通名詞,動物-部位,,juman
芳年,ほうねん,honen,普通名詞,時間,,juman
骨付き,ほねつき,honetsuki,普通名詞,抽象物,料理・食事,juman
骨休め,ほねやすめ,honeyasume,サ変名詞,抽象物,,juman
本国,ほんごく,hongoku,普通名詞,場所-その他,,juman
本日,ほんじつ,honjitsu,時相名詞,時間,,juman
本館,ほんかん,honkan,普通名詞,場所-施設,,juman
本丸,ほんまる,honmaru,普通名詞,場所-施設部位,,juman
本命,ほんめい,honmei,普通名詞,人,,juman
本名,ほんみょう,honmyo,普通名詞,抽象物,文化・芸術;メディア,juman
本人,ほんにん,honnin,普通名詞,人,,juman
炎,ほのお,hono,普通名詞,抽象物,,juman
本塁,ほんるい,honrui,普通名詞,場所-その他,スポーツ,juman
本籍,ほんせき,honseki,普通名詞,抽象物,家庭・暮らし;政治,juman
本線,ほんせん,honsen,普通名詞,場所-施設,交通,juman
翻訳,ほんやく,honyaku,サ変名詞,抽象物,文化・芸術,juman
ほっぺた,ほっぺた,hoppeta,普通名詞,動物-部位,,juman
北方,ほっぽう,hoppo,普通名詞,場所-機能,,juman
法螺吹き,ほらふき,horafuki,普通名詞,人,,juman
法螺貝,ほらがい,horagai,普通名詞,動物,,juman
法蓮草,ほうれんそう,horenso,普通名詞,植物;人工物-食べ物,料理・食事,juman
堀,ほり,hori,普通名詞,場所-施設,,juman
堀端,ほりばた,horibata,普通名詞,場所-その他,,juman
彫り物,ほりもの,horimono,普通名詞,人工物-その他,文化・芸術,juman
彫り師,ほりし,horishi,普通名詞,人,文化・芸術,juman
掘り割り,ほりわり,horiwari,普通名詞,場所-施設,,juman
ほろ酔い,ほろよい,horoyoi,普通名詞,抽象物,料理・食事,juman
穂先,ほさき,hosaki,普通名詞,植物-部位,,juman
鳳仙花,ほうせんか,hosenka,普通名詞,植物,,juman
星,ほし,hoshi,普通名詞,自然物,,juman
干し柿,ほしがき,hoshigaki,普通名詞,人工物-食べ物,料理・食事,juman
干し草,ほしくさ,hoshikusa,普通名詞,植物,,juman
干し物,ほしもの,hoshimono,普通名詞,抽象物,家庭・暮らし;料理・食事,juman
星取,ほしとり,hoshitori,普通名詞,抽象物,スポーツ,juman
星空,ほしぞら,hoshizora,普通名詞,場所-自然,,juman
